Payee,Paid_By,Payment_Amount,Payment_Date,Payee_Type,Payee_Address,City_State_Zip,Payment_Year,Expenditure_Type,Date_Reported,Report_Filed,Expense_Description,Travel_Outside_Texas,Political_Obligation,Reimbursement_Intended,Correction,View_Report,TRANSACTION_ID
"Kelly Graphics, Inc.",Austin Forward,$13426.25,09/15/2016,Entity,1409 Quaker Ridge Dr,"Austin, TX, 78746-6215",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,PRINTING,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0044
Lanier Parking,Austin Forward,$21.00,08/24/2016,Entity,233 Peachtree St NE,"Atlanta, GA, 30303-1510",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0046
Mi Madres,Austin Forward,$75.74,08/15/2016,Entity,2201 Manor Rd,"Austin, TX, 78722-2133",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0047
Mi Madres,Austin Forward,$68.74,08/26/2016,Entity,2201 Manor Rd,"Austin, TX, 78722-2133",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0048
Mi Madres,Austin Forward,$70.62,08/17/2016,Entity,2201 Manor Rd,"Austin, TX, 78722-2133",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0049
Mi Madres,Austin Forward,$95.62,09/06/2016,Entity,2201 Manor Rd,"Austin, TX, 78722-2133",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0050
Mi Madres,Austin Forward,$70.09,07/26/2016,Entity,2201 Manor Rd,"Austin, TX, 78722-2133",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0051
Movemint Bike Cab,Austin Forward,$23000.00,09/20/2016,Entity,1710 E 2nd St,"Austin, TX, 78702-4414",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,ADVERTISE,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0054
New Fortune Chinese Seafood Restaurant,Austin Forward,$2400.99,09/14/2016,Entity,10901 N Lamar Blvd,"Austin, TX, 78753-3696",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,EVENT,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0055
New Frontier Wireless Inc.,Austin Forward,$105.29,08/16/2016,Entity,4604 195th St,"Flushing, NY, 11358-3920",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0056
NGP VAN,Austin Forward,$2019.00,08/23/2016,Entity,"1101 15th St NW, Ste 500","Washington, DC, 20005-5006",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FUNDRAISE,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0057
NGP VAN,Austin Forward,$1750.00,08/25/2016,Entity,"1101 15th St NW, Ste 500","Washington, DC, 20005-5006",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FUNDRAISE,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0058
NGP VAN,Austin Forward,$2019.00,09/29/2016,Entity,"1101 15th St NW, Ste 500","Washington, DC, 20005-5006",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FUNDRAISE,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0059
OfficeMax / Office Depot,Austin Forward,$60.61,08/31/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0060
OfficeMax / Office Depot,Austin Forward,$8.65,09/02/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0061
OfficeMax / Office Depot,Austin Forward,$84.85,09/06/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0062
OfficeMax / Office Depot,Austin Forward,$107.48,09/11/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0063
OfficeMax / Office Depot,Austin Forward,$67.10,09/13/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0064
OfficeMax / Office Depot,Austin Forward,$60.61,09/14/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0065
OfficeMax / Office Depot,Austin Forward,$184.90,09/24/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0066
OfficeMax / Office Depot,Austin Forward,$147.10,09/25/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0067
OfficeMax / Office Depot,Austin Forward,$199.16,09/27/2016,Entity,2101 S Lamar Blvd,"Austin, TX, 78704-4921",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0068
Shell,Austin Forward,$150.00,09/28/2016,Entity,3906 S Congress Ave,"Austin, TX, 78704-7220",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0075
Southside Flying Pizza,Austin Forward,$130.39,08/26/2016,Entity,1224 S Lamar Blvd,"Austin, TX, 78704-2369",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0076
Starbucks Coffee,Austin Forward,$16.18,07/07/2016,Entity,301 W 3rd St,"Austin, TX, 78701-3815",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0077
Starbucks Coffee,Austin Forward,$17.27,07/26/2016,Entity,301 W 3rd St,"Austin, TX, 78701-3815",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0078
Starbucks Coffee,Austin Forward,$34.53,08/17/2016,Entity,301 W 3rd St,"Austin, TX, 78701-3815",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0079
Starbucks Coffee,Austin Forward,$17.27,08/15/2016,Entity,301 W 3rd St,"Austin, TX, 78701-3815",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0080
Starbucks Coffee,Austin Forward,$34.53,08/24/2016,Entity,301 W 3rd St,"Austin, TX, 78701-3815",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0081
Starbucks Coffee,Austin Forward,$17.27,09/07/2016,Entity,301 W 3rd St,"Austin, TX, 78701-3815",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,FOOD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0082
Time Warner Cable,Austin Forward,$313.45,09/14/2016,Entity,1 Time Warner Ctr,"New York, NY, 10019-6038",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,OVERHEAD,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0083
Travis County Democratic Party,Austin Forward,$2500.00,09/14/2016,Entity,1311 E 6th St,"Austin, TX, 78702-3367",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,DONATIONS,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0084
United States Treasury,Austin Forward,$7136.64,09/12/2016,Entity,"Eftps, 1500 Pennsylvania Ave., N.W.","Washington, DC, 20220-0001",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0085
Worley Printing,Austin Forward,$270.63,08/26/2016,Entity,3217 N I-35,"Austin, TX, 78703",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,PRINTING,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0086
Worley Printing,Austin Forward,$325.83,09/15/2016,Entity,3217 N I-35,"Austin, TX, 78703",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,PRINTING,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0087
Worley Printing,Austin Forward,$454.65,09/26/2016,Entity,3217 N I-35,"Austin, TX, 78703",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,PRINTING,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0088
Y Strategy,Austin Forward,$2500.00,09/29/2016,Entity,"3110 Manor Rd, Ste H","Austin, TX, 78723-5703",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,ADVERTISE,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0089
"Amaya, Victoria",Austin Forward,$84.00,08/31/2016,Individual,"150 Amberwood S, Apt 2305","Kyle, TX, 78640-4532",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0090
"Anstead, Alexander",Austin Forward,$756.00,08/31/2016,Individual,"4600 W Guadalupe St, Apt B141","Austin, TX, 78751-2956",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0091
"Anstead, Alexander",Austin Forward,$990.00,09/15/2016,Individual,"4600 W Guadalupe St, Apt B141","Austin, TX, 78751-2956",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0092
"Aronowitz, Jacob",Austin Forward,$672.00,08/31/2016,Individual,6403B Chimney Creek Cir,"Austin, TX, 78723-3314",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0093
"Aronowitz, Jacob",Austin Forward,$336.00,09/15/2016,Individual,6403B Chimney Creek Cir,"Austin, TX, 78723-3314",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0094
"Balot, Michael",Austin Forward,$756.00,08/31/2016,Individual,2608B Carnarvon Ln,"Austin, TX, 78704-5602",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0095
"Balot, Michael",Austin Forward,$900.00,09/15/2016,Individual,2608B Carnarvon Ln,"Austin, TX, 78704-5602",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0096
"Bellcase, Mercedes",Austin Forward,$273.00,08/31/2016,Individual,PO Box 1805,"Bastrop, TX, 78602-8805",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0097
"Bellcase, Mercedes",Austin Forward,$450.00,09/15/2016,Individual,PO Box 1805,"Bastrop, TX, 78602-8805",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0098
"Chincanchan, David",Austin Forward,$1757.20,08/31/2016,Individual,4908 Parell Path,"Austin, TX, 78744-3808",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0100
"Chincanchan, David",Austin Forward,$1757.20,08/15/2016,Individual,4908 Parell Path,"Austin, TX, 78744-3808",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0101
"Chincanchan, David",Austin Forward,$1757.19,09/15/2016,Individual,4908 Parell Path,"Austin, TX, 78744-3808",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0102
"Hernandez, Laura",Austin Forward,$3093.27,08/12/2016,Individual,"2408 Manor Rd, 108","Austin, TX, 78722-2042",2016,Political Expenditure from Political Contributions,10/11/2016,SPAC: Specific-Purpose Committee Campaign Finance Report,SALARIES,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=264537),R20161013171400-F0103
