,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
558,Oil Pastel Painting: Art Projects and Techniques for Kids,https://www.udemy.com/course/oil-pastel-paintings-art-projects-and-techniques-for-kids/,Em Winn,3.8,62,3.0,31,Beginner,24.99,11.99,0
559,"Maths Tricks - Smart Methods, Speed Mathematics & Vedic Math",https://www.udemy.com/course/speed-mathematics-and-must-known-methods-math-made-easy/,Tobias Grote,4.3,62,9.0,49,All Levels,19.99,11.99,0
560,Construction Management: Construction Claims 101 (2 PDUs),https://www.udemy.com/course/construction-claims-management-101/,Sabri C. PMP,4.4,62,2.5,18,Beginner,29.99,11.99,0
561,Spoken Grammar: a Guide for English Language Teachers,https://www.udemy.com/course/spoken-grammar-a-guide-for-english-language-teachers/,Ken Paterson,4.6,62,2.5,22,All Levels,19.99,11.99,0
562,Bioprinting for Beginners,https://www.udemy.com/course/bioprinting-for-beginners/,Mayasari Lim,5.0,62,41.0,10,Beginner,19.99,11.99,0
563,Learn Hangul; The ABCs of the Korean Language,https://www.udemy.com/course/learnhangul/,Jay Tan,4.6,62,2.0,9,Beginner,19.99,11.99,0
564,Intro Certificate in Teaching & Training,https://www.udemy.com/course/certificate-in-teaching-training/,Paul Rogers,4.7,62,2.5,6,Intermediate,19.99,11.99,0
565,Improving Your Listening,https://www.udemy.com/course/improving-your-listening/,Joe Crossman,4.2,62,2.0,38,Intermediate,34.99,11.99,0
566,Earn Passive Income Teaching On Udemy In 2020 - Unofficial,https://www.udemy.com/course/teachonudemy/,"Joe Parys, Joe Parys Support",4.1,62,5.0,26,Beginner,129.99,11.99,0
567,Ms Cooper's IGCSE Biology: mastering the first 7 topics,https://www.udemy.com/course/ms-coopers-biology-topics-1-7/,Leanne Cooper,4.5,63,8.5,64,All Levels,34.99,14.99,0
568,Managing Student Behaviour - The Solutions,https://www.udemy.com/course/msb-solutions/,Bob Brandis,4.5,62,2.0,20,All Levels,34.99,11.99,0
569,Operations Research - Assignment and Transportation Problem,https://www.udemy.com/course/operations-research-assignment-and-transportation-problem/,Madhusudan Sohani,4.9,63,14.5,9,All Levels,19.99,11.99,0
570,"New Therapies for Depression, OCD, PTSD and Anxiety",https://www.udemy.com/course/emerging-psychotherapy-trends/,Dr. J's Psychology,4.3,61,1.0,12,All Levels,24.99,11.99,0
571,Learn how to become an Event Planner,https://www.udemy.com/course/learn-how-to-become-an-event-planner/,"Tiffany Denny, CMP",4.4,61,2.0,12,Beginner,29.99,11.99,0
572,Mastering Google Education Apps  from A-Z,https://www.udemy.com/course/the-complete-guide-for-becoming-a-google-certified-educator/,Ibrahim Yassine,4.5,61,5.0,58,All Levels,129.99,11.99,0
573,How to Create the Best Online Course & Engage Your Audience,https://www.udemy.com/course/how-to-become-a-master-online-educator/,"Dr. Ari Sytner, M.Ed",4.2,61,2.0,23,All Levels,39.99,11.99,0
574,Italian Basics - Learn to Understand and Pronounce Italian ,https://www.udemy.com/course/italian-basics/,Giulia Macchi,4.3,61,3.0,39,Beginner,29.99,11.99,0
575,Ultimate thesis guidelines,https://www.udemy.com/course/ultimate-thesis-guidelines/,Soerin Bipat,4.4,61,1.5,17,All Levels,129.99,11.99,0
576,English Made Simple: Learn Common English Proverbs,https://www.udemy.com/course/english-made-simple-learn-common-english-proverbs/,Fred Williams,4.4,61,1.0,38,Intermediate,24.99,11.99,0
577,How to Create a Best-Selling Online Course in 7 Steps,https://www.udemy.com/course/how-to-create-a-best-selling-online-course-in-7-steps/,Idan Gabrieli,4.9,61,6.0,67,All Levels,129.99,11.99,0
578,Discrete Mathematics Complete Course,https://www.udemy.com/course/discrete-mathematics-discrete-math-lattices-graph-tree-mathematica/,Joydip Ghosh,3.7,59,2.5,24,All Levels,0.0,0.0,0
579,"Surfboard shaping, the 10 step method to pro results.",https://www.udemy.com/course/surfboard-shaping-the-10-step-method-to-pro-results/,Matthew Kinoshita,4.8,58,1.0,11,All Levels,0.0,0.0,0
580,Building Structures in Portuguese - Structure 1,https://www.udemy.com/course/building-structures-in-portuguese-structure-1/,Kieran Ball,4.7,58,2.0,38,Beginner,0.0,0.0,0
581,15 Speedy Math Tricks - Anyone can Master Mental Math,https://www.udemy.com/course/15-speedy-math-tricks/,Marianne N. Michaels,3.3,58,1.5,11,All Levels,0.0,0.0,0
582,FCE Speaking (B2) | First Certificate Speaking Success,https://www.udemy.com/course/first-certificate-speaking-success/,today school,4.6,58,3.0,36,Intermediate,0.0,0.0,0
583,Yoga Teacher Training 100 Hour - Category One,https://www.udemy.com/course/yoga-teacher-training-100-hour-category-one/,Paul Carlos,4.7,58,2.0,15,Beginner,0.0,0.0,0
584,Canvas: Teach More Effectively and Save Tons of Time!,https://www.udemy.com/course/teach-with-canvas/,Sicco Rood,4.4,58,4.5,36,All Levels,0.0,0.0,0
585,Master English Speaking  2,https://www.udemy.com/course/englsihspeaking-8385/,Ahmad Rabiee,4.4,58,3.0,50,All Levels,0.0,0.0,0
586,American English Slang | English Phrases for Work,https://www.udemy.com/course/english-slang-phrases/,Luke Priddy,4.9,58,7.0,55,All Levels,0.0,0.0,0
587,Microsoft Teams and OneNote Essentials for Educators,https://www.udemy.com/course/microsoft-teams-and-onenote-essentials-for-educators/,Muhammad Umar Afzal,4.1,58,1.5,28,Intermediate,0.0,0.0,0
588,PTE Academic Complete Preparation - 4 Modules in 1 Course,https://www.udemy.com/course/pte-academic-complete-preparation-course/,Prep Guru,3.9,58,3.0,40,All Levels,0.0,0.0,0
589,Learn Hebrew with Legos,https://www.udemy.com/course/learn-hebrew-with-legos/,Rachel Levi,4.9,58,1.5,27,Beginner,0.0,0.0,0
590,Storytelling techniques for Teachers/Educators,https://www.udemy.com/course/storytelling-techniques-for-teachers/,Arpit Dugar,4.2,58,1.0,17,All Levels,0.0,0.0,0
591,Perfect English! Phrases for Better English Speaking,https://www.udemy.com/course/advanced-english-conversation/,Next Level English,4.5,58,3.5,69,Intermediate,0.0,0.0,0
592,MATLAB for Engineering Students Part 2,https://www.udemy.com/course/matlab-engineering-students-part-2/,"Cherish Qualls, PhD",4.7,58,10.0,50,All Levels,0.0,0.0,0
593,How to Get Paid Teaching What You Love with Wyzant Tutoring,https://www.udemy.com/course/how-to-do-what-you-love-for-a-living/,Bryan Guerra,4.3,58,1.5,14,All Levels,0.0,0.0,0
594,German for You Intermediate: Business Language & More,https://www.udemy.com/course/business-german-esther-hartwig/,Esther Hartwig,4.6,59,2.0,19,Intermediate,59.99,11.99,0
595,How to Get Paid Teaching What You Love with Wyzant Tutoring,https://www.udemy.com/course/how-to-do-what-you-love-for-a-living/,Bryan Guerra,4.3,58,1.5,14,All Levels,139.99,12.99,0
596,The Complete Spanish Method. Intermediate. Course 3.,https://www.udemy.com/course/elmetodospanish-int3/,Peter Hanley,4.7,58,4.0,28,Intermediate,19.99,11.99,0
597,How to write a perfect IELTS writing task 1 answer,https://www.udemy.com/course/completeguidetoieltstask1/,"Terry Mc Gonigle, Liam McGlinchey",3.9,58,2.0,29,Intermediate,129.99,11.99,0
598,The painting of Leonardo da Vinci in the Italian Renaissance,https://www.udemy.com/course/wonderful-italy-leonardo-da-vinci-genius-and-painter/,Stefano Vitali,4.2,58,2.5,24,All Levels,49.99,11.99,0
599,English Grammar Taught by a Native English Speaker,https://www.udemy.com/course/english-grammar-basics/,Jason Link,4.5,58,3.5,50,All Levels,39.99,11.99,0
600,Spelling Rules Refresher,https://www.udemy.com/course/spelling/,Ashan R. Hampton,4.3,58,1.5,33,All Levels,49.99,11.99,0
601,"Become a Udemy Super Teacher: Win 5 Star Reviews, unofficial",https://www.udemy.com/course/become-a-super-teacher-how-to-teach-udemy-courses-well/,Musicians Inspired,4.7,58,1.0,24,All Levels,99.99,11.99,0
602,"MATHEMATICS- SUPER BASICS, EASY TRICKS",https://www.udemy.com/course/mathematics-super-basics-easy-tricks/,Priya Vaishampayan,4.9,57,12.0,54,Beginner,84.99,11.99,0
603,Intro to the International Phonetic Alphabet,https://www.udemy.com/course/intro-to-the-international-phonetic-alphabet/,David Varney,4.4,57,1.5,19,Beginner,19.99,11.99,0
604,Hosting Website on TOR,https://www.udemy.com/course/hosting-website-on-tor/,AKASH RANJAN PATEL,2.2,57,38.0,16,All Levels,19.99,11.99,0
605,Introduction to 3D printing,https://www.udemy.com/course/me3d-introduction-to-3d-printing/,Me3D Pty Ltd,4.3,57,38.0,11,Beginner,19.99,11.99,0
606,NCLEX Simplified: Master the Five Toughest Topics,https://www.udemy.com/course/nclexsimplified/,Lisa Chou,4.6,57,4.5,70,Intermediate,29.99,11.99,0
607,Management of the developing dentition orthodontic course,https://www.udemy.com/course/management-of-the-developing-dentition-orthodontic-course/,Ivelina Koycheva,5.0,57,4.0,11,All Levels,0.0,199.99,0
608,French Tenses Simplified: Master the 10 Main Tenses Quickly!,https://www.udemy.com/course/frenchtensemastery/,Scott McElroy,4.2,57,3.0,23,All Levels,94.99,11.99,0
609,Fundamentals in Culinary Knife Skills,https://www.udemy.com/course/fundamentals-in-culinary-knife-skills/,Thomas Paul,4.2,57,1.0,15,All Levels,29.99,11.99,0
610,"High School Math: Understand it, Ace it!",https://www.udemy.com/course/high-school-math-ace-it/,Gary Thomson,4.2,56,11.0,66,All Levels,0.0,0.0,0
611,The Teacher and Social and Emotional Learning (SEL),https://www.udemy.com/course/the-teacher-and-social-and-emotional-learning-sel/,Dr. Dheeraj Mehrotra,2.3,56,1.0,10,All Levels,0.0,0.0,0
612,The Architecture of Frank Lloyd Wright,https://www.udemy.com/course/the-architecture-of-frank-lloyd-wright/,Federico von Borstel,4.2,56,2.0,15,All Levels,0.0,0.0,0
613,Curso Completo de Inglés: Avanzado,https://www.udemy.com/course/curso-completo-ingles-advanced/,Kate Ochsner,4.6,56,3.0,90,Expert,0.0,0.0,0
614,Internal Combustion Engines - IC Engines,https://www.udemy.com/course/internal-combustion-engines/,J Aatish Rao,4.1,56,2.5,22,All Levels,0.0,0.0,0
615,Teaching English Online in 2021 - Start ESL Earning Today!,https://www.udemy.com/course/otc-course/,Frazer Adam Hainsworth,4.5,56,4.5,52,All Levels,0.0,0.0,0
616,English Grammar Tenses & Structures : Boost English Speaking,https://www.udemy.com/course/english-grammar-tenses-structures-usage-the-best-course/,"English Language, English Grammar & English Speaking with Inayat",4.1,56,1.5,16,All Levels,0.0,0.0,0
617,Become a Master in Human Resource Management (HRM),https://www.udemy.com/course/become-a-master-in-human-resource-management-hrm/,Vijaya Laxmi E,4.0,56,7.0,33,All Levels,0.0,0.0,0
618,Mechanical Engineering 101: Forces and Moments ( mechanics ),https://www.udemy.com/course/mechanical-engineering-101-forces-and-moments/,The Engineering World,3.4,56,1.0,21,All Levels,0.0,0.0,0
619,Boost your academic vocabulary in English 1,https://www.udemy.com/course/boost-your-academic-vocabulary-in-english-1/,Adel Askari,4.2,56,6.0,26,All Levels,0.0,0.0,0
620,Hebrew Vocabulary Enhancing - The Program,https://www.udemy.com/course/hebrew-vocabulary/,"Guy B.M, Itzchak Pinhasov",4.7,55,2.0,60,All Levels,0.0,0.0,0
621,SAT & ACT Mastery: The complete prep course,https://www.udemy.com/course/sat-act-mastery-the-complete-prep-course/,Gain Access,4.6,55,7.0,29,Intermediate,0.0,0.0,0
622,German For Beginners - Level 2,https://www.udemy.com/course/german-for-beginners-level-2/,Sunny Suphot,4.6,55,8.0,68,Intermediate,0.0,0.0,0
623,Statistics Practice: Probability and Random Variables,https://www.udemy.com/course/random-variables-probability-distributions/,Shubham Kalra,4.3,55,12.5,101,All Levels,0.0,0.0,0
624,MBTI Learning Styles for the 16 Personality Types,https://www.udemy.com/course/mbti-learning-styles-for-the-16-personality-types/,Tracy Atkinson,3.7,54,4.0,32,All Levels,94.99,11.99,0
625,Aerospace Engineering: Rocket Science and Engineering,https://www.udemy.com/course/aerospace-engineering-rocket-science-and-engineering/,Sadok Smine,4.5,54,4.5,43,All Levels,129.99,11.99,0
626,Screenflow Superstar - 9 Ways To Build A Business With Video,https://www.udemy.com/course/screenflow-screencast-superstar/,David Lee Martin,4.0,54,8.0,108,All Levels,79.99,11.99,0
627,How To Create An Online Course & How To Teach Online,https://www.udemy.com/course/teach-teachers-online-teaching/,Todd McLeod,4.6,54,7.0,75,Beginner,74.99,11.99,0
628,"Dyslexia 101: Definition, Characteristics, Assessment",https://www.udemy.com/course/dyslexia-101-definition-characteristics-assessment/,"Danielle Kelly, M.Ed., NBCT",4.6,54,1.5,7,Intermediate,99.99,11.99,0
629,The complete TOEFL iBT Top secrets course: All skills,https://www.udemy.com/course/the-complete-toefl-ibt-top-secrets-course-all-skills/,Milad Mizani,4.2,54,36.5,66,All Levels,129.99,11.99,0
630,Unix essentials for NGS bioinformatics,https://www.udemy.com/course/unix-essentials-for-ngs-bioinformatics/,Sandeep Kushwaha,3.4,54,3.0,58,Beginner,29.99,11.99,0
631,Designing an L&D Strategy to power Digital Transformations,https://www.udemy.com/course/designing-a-learning-strategy-to-power-digital-transformations/,Aparna Gupta,3.5,54,35.0,19,All Levels,39.99,11.99,0
632,Learn to speak Swahili,https://www.udemy.com/course/learn-to-speak-swahili/,Hamid Athman,4.1,54,1.0,27,Beginner,29.99,11.99,0
633,How to Teach Online 24/7/365,https://www.udemy.com/course/how-to-teach-online/,David Lantz,4.1,53,2.5,25,All Levels,29.99,11.99,0
634,Pharmacokinetics with Calculations from A to Z for Pharmacy,https://www.udemy.com/course/get-high-score-with-pharmacokinetics-and-calculations/,Dr. Yasser Shehata,3.6,53,3.5,21,All Levels,29.99,11.99,0
635,IELTS Writing - Editing Band 9 Essays: IELTS Writing Task 2,https://www.udemy.com/course/ielts-writing-editing-band-9-essays-ielts-writing-task-2/,"Landon Jenkins, IELTS Online",4.2,53,5.0,16,Expert,99.99,11.99,0
636,How to use Moodle 3.7 for course creators and teachers,https://www.udemy.com/course/how-to-use-moodle-37-for-course-creators-and-teachers/,Chris Richter,4.4,53,4.5,54,Beginner,129.99,11.99,0
637,Tech Wonders For Teachers,https://www.udemy.com/course/tech-wonders-for-teachers/,Dr. Dheeraj Mehrotra,4.6,53,1.5,10,All Levels,19.99,11.99,0
638,Introduction to Hydroelectric Power Plant Engineering,https://www.udemy.com/course/introduction-to-hydroelectric-power-plant-engineering/,saVRee 3D,4.4,53,2.0,38,All Levels,0.0,19.99,0
639,English Vocabulary SAT,https://www.udemy.com/course/english-vocabulary-sat/,Jane Cui,4.2,53,1.5,23,Beginner,24.99,11.99,0
640,Learn Spoken Kannada - Crash Course,https://www.udemy.com/course/learn-kannada-in-a-weekend/,Bhasha Classes,3.9,53,38.0,20,Beginner,19.99,11.99,0
641,Basic Arabic Reading,https://www.udemy.com/course/basic-arabic-reading/,Hussein Ghaly,4.3,53,2.0,22,Beginner,19.99,11.99,0
642,IELTS Masterclass Achieve Band 7+ in IELTS Speaking,https://www.udemy.com/course/ielts-masterclass-ielts-speaking/,TheLearningBit (Learn.Excel.Lead.),4.7,53,1.0,27,All Levels,129.99,11.99,0
643,Ultimate guide to IGCSE Math (0580),https://www.udemy.com/course/ultimate-guide-to-igcse-o-level-math/,Chanda Academy,4.8,53,38.5,220,All Levels,79.99,11.99,0
644,Beauty of Vedic Speed Mathematics (Vedic Maths),https://www.udemy.com/course/speedmaths/,Chaitanya Patil,4.7,53,4.5,51,Expert,19.99,11.99,0
645,"Math Fractions - add, subtract, multiply, divide fractions",https://www.udemy.com/course/how-you-can-be-good-at-maths-and-great-at-fractions/,Simon Deacon,4.4,53,3.0,22,All Levels,19.99,11.99,0
646,"English For Beginners - Conversation, Pronunciation, Grammar",https://www.udemy.com/course/english-for-beginners-start-speaking-now/,Mr. English,4.7,53,1.5,24,Beginner,49.99,11.99,0
647,Introduction to Microbiology,https://www.udemy.com/course/introduction-to-microbiology/,Nicole Fauster,4.5,53,25.5,64,Beginner,0.0,24.99,0
648,Fast Learning Spanish Course: The Easy Way to Learn Spanish,https://www.udemy.com/course/spanishfirst-cc/,SpanishFirst Learning,3.7,53,1.5,9,Beginner,19.99,11.99,0
649,Geometry,https://www.udemy.com/course/geometry-math/,Jackson Kailath,4.9,53,14.0,283,All Levels,99.99,11.99,0
650,Academic Writing for University,https://www.udemy.com/course/academic-writing-for-university/,Vanessa Haralambous,3.9,53,2.0,12,Beginner,19.99,11.99,0
651,The Complete Italian Masterclass with Andrea,https://www.udemy.com/course/italianwithandrea/,Andrea Roccella,4.6,53,2.0,21,Beginner,129.99,11.99,0
652,English Tenses Structures : Upgrade your Understanding,https://www.udemy.com/course/english-tenses-structures-upgrade-your-understanding/,Noha Talat Ahmed Esmail,4.1,53,2.0,39,Beginner,99.99,11.99,0
653,BMS - Building management system,https://www.udemy.com/course/bms-building-management-system/,Ibrahim M,4.4,52,5.0,29,All Levels,24.99,11.99,0
654,Reinforced Concrete II:  Design of Beams,https://www.udemy.com/course/design-of-reinforced-concrete-beams/,Hamid ElDarwich,3.2,52,1.5,12,Intermediate,99.99,11.99,0
655,Mastering Polite English in Two Hours,https://www.udemy.com/course/mastering-polite-english-for-work-and-play/,Cerys Vaughan,4.5,52,2.0,20,Beginner,44.99,11.99,0
656,Prezi for Educators,https://www.udemy.com/course/preziforeducators/,Bulent Dogan,4.0,52,1.0,26,All Levels,19.99,11.99,0
657,Speak French From Now,https://www.udemy.com/course/speak-french-from-now/,Safae Haouari,4.1,52,1.0,14,All Levels,19.99,11.99,0
658,Project based Text Mining in Python,https://www.udemy.com/course/project-based-text-mining-in-python/,Taimoor khan,4.4,52,9.5,91,Beginner,19.99,11.99,0
659,U.S. History 202,https://www.udemy.com/course/us-history-202-from-1865/,Intelecom Learning,4.5,52,12.5,272,Beginner,29.99,11.99,0
660,Learn Bengali - Indian Language Basics for Beginners,https://www.udemy.com/course/learnbengali/,Ben Loka,3.1,52,2.0,22,Beginner,19.99,11.99,0
